year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2009,USA,5,niskanen matt,D,R,182,88,1986-12-06,dallas stars,22.4010951403149,1986,26.5668397536529
2009,USA,6,hainsey ron,D,L,190,93,1981-03-24,atlanta thrashers,28.104038329911,1981,25.7617728531856
2009,USA,7,harrold peter,D,R,180,85,1983-06-08,los angeles kings,25.8973305954825,1983,26.2345679012346
2009,USA,12,o sullivan patrick,F,L,180,86,1985-02-01,edmonton oilers,24.2436687200548,1985,26.5432098765432
2009,USA,17,foligno nick,F,L,182,93,1987-10-31,ottawa senators,21.5003422313484,1987,28.0763192851105
2009,USA,18,higgins christopher,F,L,184,93,1983-06-02,montreal canadiens,25.9137577002053,1983,27.4692816635161
2009,USA,21,stafford drew,F,R,187,92,1985-10-30,buffalo sabres,23.501711156742,1985,26.3090165575224
2009,USA,22,stempniak lee,F,R,183,89,1983-02-04,toronto maple leafs,26.2368240930869,1983,26.5758905909403
2009,USA,23,brown dustin,F,R,182,94,1984-11-04,los angeles kings,24.4873374401095,1984,28.378215191402
2009,USA,26,shannon ryan,F,R,175,79,1983-03-02,ottawa senators,26.1656399726215,1983,25.7959183673469
2009,USA,33,wilson colin,F,L,188,98,1989-10-20,boston university,19.5290896646133,1989,27.7274784970575
2009,USA,42,backes david,F,R,190,98,1984-05-01,st. louis blues,24.9993155373032,1984,27.1468144044321
2009,USA,49,stuart colin,F,L,188,93,1982-07-08,atlanta thrashers,26.8145106091718,1982,26.3128112267995
2009,USA,55,blake jason,F,L,177,82,1973-09-02,toronto maple leafs,35.6605065023956,1973,26.1738325513103
2009,USA,74,oshie t j,F,R,180,77,1986-12-23,st. louis blues,22.3545516769336,1986,23.7654320987654
2009,USA,8,pavelski joe,F,R,180,90,1984-07-11,san jose sharks,24.8049281314168,1984,27.7777777777778
2009,USA,9,okposo kyle,F,R,185,91,1988-04-16,new york islanders,21.0403832991102,1988,26.5887509130752
2009,USA,30,clemmensen scott,G,L,191,98,1977-07-23,new jersey devils,31.772758384668,1977,26.8632987034347
2009,USA,31,esche robert,G,R,183,92,1978-01-22,ska st. petersburg,31.2717316906229,1978,27.4717071277136
2009,USA,35,montoya al,G,L,188,84,1985-02-13,phoenix coyotes,24.2108145106092,1985,23.766410140335
2010,RUS,22,korneyev konstantin,D,L,180,82,1984-06-05,cska moscow,25.9028062970568,1984,25.3086419753086
2010,RUS,27,atyushov vitali,D,L,188,88,1979-07-04,metallurg magnitogorsk,30.8254620123203,1979,24.8981439565414
2010,RUS,37,grebeshkov denis,D,L,185,93,1983-10-11,nashville predators,26.5544147843943,1983,27.173119065011
2010,RUS,43,kulikov dmitri,D,L,185,84,1990-10-29,florida panthers,19.5044490075291,1990,24.5434623813002
2010,RUS,5,nikulin ilya,D,L,191,100,1982-03-12,ak bars kazan,28.1368925393566,1982,27.411529289219
2010,RUS,55,gonchar sergei,D,L,180,80,1974-04-13,pittsburgh penguins,36.0492813141684,1974,24.6913580246914
2010,RUS,7,kalinin dmitri,D,L,189,96,1980-07-22,salavat yulayev ufa,29.7741273100616,1980,26.8749475098681
2010,RUS,74,emelin alexei,D,L,185,94,1986-04-25,ak bars kazan,24.0164271047228,1986,27.4653031409788
2010,RUS,10,mozyakin sergei,F,R,180,78,1981-03-30,atlant mytischi,29.0869267624914,1981,24.0740740740741
2010,RUS,11,malkin evgeni,F,L,191,87,1986-07-31,pittsburgh penguins,23.750855578371,1986,23.8480304816206
2010,RUS,13,datsyuk pavel,F,L,182,88,1978-07-20,detroit red wings,31.7809719370294,1978,26.5668397536529
2010,RUS,23,tereshchenko alexei,F,L,181,78,1980-12-16,ak bars kazan,29.3716632443532,1980,23.8087970452672
2010,RUS,24,frolov alexander,F,R,188,105,1982-06-19,los angeles kings,27.8658453114305,1982,29.7080126754187
2010,RUS,28,semin alexander,F,R,189,93,1984-03-03,washington capitals,26.1601642710472,1984,26.0351054001848
2010,RUS,29,fedorov sergei,F,L,189,92,1969-12-13,metallurg magnitogorsk,40.3805612594114,1969,25.7551580302903
2010,RUS,33,sushinsky maxim,F,L,172,79,1974-07-01,ska st. petersburg,35.8329911019849,1974,26.7036235803137
2010,RUS,41,kulemin nikolai,F,L,185,83,1986-07-14,toronto maple leafs,23.7973990417522,1986,24.2512783053324
2010,RUS,42,anisimov artyom,F,L,194,89,1988-05-24,new york rangers,21.9356605065024,1988,23.6475714741205
2010,RUS,52,kozlov viktor,F,R,195,106,1975-02-14,salavat yulayev ufa,35.2087611225188,1975,27.8763971071663
2010,RUS,61,afinogenov maxim,F,L,183,88,1979-09-04,atlanta thrashers,30.6557152635181,1979,26.2772850786825
2010,RUS,71,kovalchuk ilya,F,R,188,99,1983-04-15,new jersey devils,27.0444900752909,1983,28.0104119511091
2010,RUS,8,ovechkin alexander,F,R,188,99,1985-09-17,washington capitals,24.6187542778919,1985,28.0104119511091
2010,RUS,30,eremenko alexander,G,L,179,75,1980-04-10,salavat yulayev ufa,30.0561259411362,1980,23.4075091289286
2010,RUS,40,varlamov semyon,G,L,182,88,1988-04-27,washington capitals,22.009582477755,1988,26.5668397536529
2010,RUS,83,koshechkin vasili,G,L,200,91,1983-03-27,metallurg magnitogorsk,27.0965092402464,1983,22.75
2010,BLR,24,salei ruslan,D,L,184,96,1974-11-02,colorado avalanche,35.4934976043806,1974,28.3553875236295
2010,BLR,25,kolosov sergei,D,L,193,92,1986-05-22,grand rapids griffins,23.9425051334702,1986,24.6986496281779
2010,BLR,4,makritski alexander,D,L,186,90,1971-08-11,dynamo minsk,38.7214236824093,1971,26.0145681581686
2010,BLR,43,kostyuchenok viktor,D,L,187,94,1979-06-07,spartak moscow,30.8993839835729,1979,26.8809517000772
2010,BLR,5,stasenko nikolai,D,L,195,104,1987-02-15,amur khabarovsk,23.2060232717317,1987,27.3504273504274
2010,BLR,52,ryadinski alexander,D,R,189,93,1978-04-01,yunost minsk,32.082135523614,1978,26.0351054001848
2010,BLR,7,denisov vladimir,D,L,181,94,1984-06-29,dynamo minsk,25.8370978781656,1984,28.6926528494246
2010,BLR,91,gotovets kirill,D,L,182,88,1991-06-25,shattuck st. mary,18.8501026694045,1991,26.5668397536529
2010,BLR,11,kulakov alexander,F,L,182,89,1983-05-15,dynamo minsk,26.9623545516769,1983,26.8687356599444
2010,BLR,13,drozd sergei,F,L,182,81,1990-04-14,tri-city americans,20.0465434633812,1990,24.4535684096124
2010,BLR,16,stefanovich mikhail,F,R,188,92,1989-11-27,quebec remparts,20.4243668720055,1989,26.0298777727479
2010,BLR,18,ugarov alexei,F,L,179,78,1985-01-02,mvd balashikha,25.3251197809719,1985,24.3438094940857
2010,BLR,19,meleshko dmitri,F,R,181,81,1982-11-08,dynamo minsk,27.4770704996578,1982,24.7245200085467
2010,BLR,26,stas andrei,F,L,187,83,1988-10-18,dynamo minsk,21.533196440794,1988,23.7353084160256
2010,BLR,59,demagin sergei,F,L,183,80,1986-07-19,neftekhimik nizhnekamsk,23.7837097878166,1986,23.8884409806205
2010,BLR,68,chupris yaroslav,F,L,179,93,1981-09-12,dynamo minsk,28.6324435318275,1981,29.0253113198714
2010,BLR,71,kalyuzhny alexei,F,L,178,84,1977-06-13,dynamo moscow,32.8815879534565,1977,26.5118040651433
2010,BLR,8,mikhalev andrei,F,L,185,90,1978-02-23,dynamo minsk,32.1834360027378,1978,26.2965668371074
2010,BLR,82,senkevich artyom,F,L,191,95,1982-05-04,yunost minsk,27.9917864476386,1982,26.0409528247581
2010,BLR,84,grabovski mikhail,F,L,181,83,1984-01-31,toronto maple leafs,26.2477754962355,1984,25.3350019840664
2010,BLR,88,kovyrshin evgeni,F,L,178,77,1986-01-25,dynamo minsk,24.2628336755647,1986,24.3024870597147
2010,BLR,1,koval vitali,G,L,188,100,1980-03-31,dynamo minsk,30.0835044490075,1980,28.2933454051607
2010,BLR,2,shabanov sergei,G,L,182,76,1974-02-24,yunost minsk,36.1806981519507,1974,22.9440888781548
2010,BLR,31,mezin andrei,G,L,182,78,1974-07-08,dynamo minsk,35.813826146475,1974,23.5478806907378
2010,CAN,24,salei ruslan,D,L,184,96,1974-11-02,colorado avalanche,35.4934976043806,1974,28.3553875236295
2010,CAN,25,kolosov sergei,D,L,193,92,1986-05-22,grand rapids griffins,23.9425051334702,1986,24.6986496281779
2010,CAN,4,makritski alexander,D,L,186,90,1971-08-11,dynamo minsk,38.7214236824093,1971,26.0145681581686
2010,CAN,43,kostyuchenok viktor,D,L,187,94,1979-06-07,spartak moscow,30.8993839835729,1979,26.8809517000772
2010,CAN,5,stasenko nikolai,D,L,195,104,1987-02-15,amur khabarovsk,23.2060232717317,1987,27.3504273504274
2010,CAN,52,ryadinski alexander,D,R,189,93,1978-04-01,yunost minsk,32.082135523614,1978,26.0351054001848
2010,CAN,7,denisov vladimir,D,L,181,94,1984-06-29,dynamo minsk,25.8370978781656,1984,28.6926528494246
2010,CAN,91,gotovets kirill,D,L,182,88,1991-06-25,shattuck st. mary,18.8501026694045,1991,26.5668397536529
2010,CAN,11,kulakov alexander,F,L,182,89,1983-05-15,dynamo minsk,26.9623545516769,1983,26.8687356599444
2010,CAN,13,drozd sergei,F,L,182,81,1990-04-14,tri-city americans,20.0465434633812,1990,24.4535684096124
2010,CAN,16,stefanovich mikhail,F,R,188,92,1989-11-27,quebec remparts,20.4243668720055,1989,26.0298777727479
2010,CAN,18,ugarov alexei,F,L,179,78,1985-01-02,mvd balashikha,25.3251197809719,1985,24.3438094940857
2010,CAN,19,meleshko dmitri,F,R,181,81,1982-11-08,dynamo minsk,27.4770704996578,1982,24.7245200085467
2010,CAN,26,stas andrei,F,L,187,83,1988-10-18,dynamo minsk,21.533196440794,1988,23.7353084160256
2010,CAN,59,demagin sergei,F,L,183,80,1986-07-19,neftekhimik nizhnekamsk,23.7837097878166,1986,23.8884409806205
2010,CAN,68,chupris yaroslav,F,L,179,93,1981-09-12,dynamo minsk,28.6324435318275,1981,29.0253113198714
2010,CAN,71,kalyuzhny alexei,F,L,178,84,1977-06-13,dynamo moscow,32.8815879534565,1977,26.5118040651433
2010,CAN,8,mikhalev andrei,F,L,185,90,1978-02-23,dynamo minsk,32.1834360027378,1978,26.2965668371074
2010,CAN,82,senkevich artyom,F,L,191,95,1982-05-04,yunost minsk,27.9917864476386,1982,26.0409528247581
2010,CAN,84,grabovski mikhail,F,L,181,83,1984-01-31,toronto maple leafs,26.2477754962355,1984,25.3350019840664
2010,CAN,88,kovyrshin evgeni,F,L,178,77,1986-01-25,dynamo minsk,24.2628336755647,1986,24.3024870597147
2010,CAN,1,koval vitali,G,L,188,100,1980-03-31,dynamo minsk,30.0835044490075,1980,28.2933454051607
2010,CAN,2,shabanov sergei,G,L,182,76,1974-02-24,yunost minsk,36.1806981519507,1974,22.9440888781548
2010,CAN,31,mezin andrei,G,L,182,78,1974-07-08,dynamo minsk,35.813826146475,1974,23.5478806907378
2010,CZE,23,gregorek petr,D,L,181,88,1978-05-25,hc ceske budejovice,31.9342915811088,1978,26.8612069228656
2010,CZE,3,rozsival michal,D,R,188,95,1978-09-03,new york rangers,31.6577686516085,1978,26.8786781349027
2010,CZE,36,caslava petr,D,L,193,99,1979-09-03,timra ik,30.6584531143053,1979,26.5778947085828
2010,CZE,4,rachunek karel,D,R,188,100,1979-08-27,dynamo moscow,30.6776180698152,1979,28.2933454051607
2010,CZE,44,blatak miroslav,D,L,182,77,1982-05-25,salavat yulayev ufa,27.9342915811088,1982,23.2459847844463
2010,CZE,5,novak filip,D,L,182,82,1982-05-07,mvd balashikha,27.9835728952772,1982,24.7554643159039
2010,CZE,6,mojzis tomas,D,L,184,87,1982-05-02,modo ornskoldsvik,27.9972621492129,1982,25.6970699432892
2010,CZE,63,nemec ondrej,D,L,182,84,1984-04-18,hc karlovy vary,26.0342231348392,1984,25.3592561284869
2010,CZE,8,barinka michal,D,L,192,102,1984-06-12,vitkovice ostrava,25.8836413415469,1984,27.6692708333333
2010,CZE,10,cervenka roman,F,L,181,86,1985-12-10,slavia prague,24.3887748117728,1985,26.2507249473459
2010,CZE,11,hubacek petr,F,R,184,90,1979-09-02,kometa brno,30.6611909650924,1979,26.5831758034026
2010,CZE,12,novotny jiri,F,R,189,95,1983-08-12,barys astana,26.7186858316222,1983,26.5950001399737
2010,CZE,14,vampola petr,F,L,185,91,1982-01-21,hc plzen,28.2737850787132,1982,26.5887509130752
2010,CZE,15,marek jan,F,R,179,81,1979-12-31,metallurg magnitogorsk,30.3326488706366,1979,25.2801098592428
2010,CZE,20,klepis jakub,F,R,185,92,1984-06-05,avangard omsk,25.9028062970568,1984,26.8809349890431
2010,CZE,22,kaspar lukas,F,L,189,92,1985-09-23,karpat oulu,24.6023271731691,1985,25.7551580302903
2010,CZE,27,ruzicka martin,F,R,181,79,1985-12-15,ocelari trinec,24.3750855578371,1985,24.1140380330271
2010,CZE,42,koukal petr,F,L,176,76,1982-08-16,hc pardubice,27.7070499657769,1982,24.5351239669421
2010,CZE,60,rolinek tomas,F,L,177,78,1980-02-17,metallurg magnitogorsk,30.2012320328542,1980,24.8970602317342
2010,CZE,68,jagr jaromir,F,L,189,104,1972-02-15,avangard omsk,38.2067077344285,1972,29.1145264690238
2010,CZE,91,kvapil marek,F,R,178,85,1985-01-05,vitkovice ostrava,25.3169062286105,1985,26.8274207802045
2010,CZE,93,voracek jakub,F,L,189,96,1989-08-15,columbus blue jackets,20.7091033538672,1989,26.8749475098681
2010,CZE,29,vokoun tomas,G,R,183,88,1976-07-02,florida panthers,33.8288843258042,1976,26.2772850786825
2010,CZE,31,pavelec ondrej,G,L,188,92,1987-08-31,atlanta thrashers,22.6666666666667,1987,26.0298777727479
2010,CZE,33,stepanek jakub,G,L,188,80,1986-06-20,vitkovice ostrava,23.8631074606434,1986,22.6346763241286
2010,DEN,27,christensen mads,D,L,187,83,1984-11-03,frederikshavn white hawks,25.4893908281999,1984,23.7353084160256
2010,DEN,3,larsen philip,D,R,182,84,1989-12-07,frolunda gothenburg,20.3969883641342,1989,25.3592561284869
2010,DEN,4,bodker mads,D,L,174,77,1987-08-31,rogle angelholm,22.6666666666667,1987,25.4326859558726
2010,DEN,40,duus jesper,D,L,189,90,1967-11-24,rodovre mighty bulls,42.4339493497604,1967,25.1952632905014
2010,DEN,5,nielsen daniel,D,R,182,80,1980-10-31,herning blue fox,29.4976043805613,1980,24.1516725033209
2010,DEN,6,lassen stefan,D,L,190,86,1985-11-01,leksands if,24.4955509924709,1985,23.8227146814404
2010,DEN,7,damgaard jesper,D,R,188,93,1975-05-06,malmo redhawks,34.9869952087611,1975,26.3128112267995
2010,DEN,12,sundberg alexander,F,L,193,88,1981-01-19,totempo hvidovre,29.2785763175907,1981,23.624795296518
2010,DEN,13,green morten,F,L,183,88,1981-03-19,malmo redhawks,29.1170431211499,1981,26.2772850786825
2010,DEN,19,staal kim,F,R,182,88,1978-03-10,malmo redhawks,32.1423682409309,1978,26.5668397536529
2010,DEN,21,dresler thor,F,L,188,93,1979-03-10,herning blue fox,31.1430527036277,1979,26.3128112267995
2010,DEN,22,jensen jesper,F,L,183,80,1987-02-05,frederikshavn white hawks,23.233401779603,1987,23.8884409806205
2010,DEN,23,lykkeskov kim,F,L,174,76,1983-07-20,sonderjyske vojens,26.7816563997262,1983,25.1023913330691
2010,DEN,29,madsen morten,F,L,190,85,1987-01-16,modo ornskoldsvik,23.2881587953457,1987,23.5457063711911
2010,DEN,33,jakobsen julian,F,L,183,82,1987-04-11,sodertalje sk,23.0554414784394,1987,24.485652005136
2010,DEN,44,hardt nichlas,F,L,177,80,1988-07-06,malmo redhawks,21.8179329226557,1988,25.5354463915222
2010,DEN,51,nielsen frans,F,L,183,84,1984-04-24,new york islanders,26.0177960301164,1984,25.0828630296515
2010,DEN,60,christensen mads,F,L,179,80,1987-04-02,iserlohn roosters,23.0800821355236,1987,24.9680097375238
2010,DEN,61,eller lars,F,L,185,90,1989-05-08,peoria rivermen,20.9801505817933,1989,26.2965668371074
2010,DEN,9,degn kasper,F,L,175,75,1982-02-25,bietigheim-bissingen steelers,28.1779603011636,1982,24.4897959183673
2010,DEN,93,regin peter,F,L,187,85,1986-04-16,ottawa senators,24.041067761807,1986,24.3072435585805
2010,DEN,1,galbraith patrick,G,L,183,76,1986-03-11,bjorkloven umea,24.1396303901437,1986,22.6940189315895
2010,DEN,30,andersen frederik,G,L,192,100,1989-10-02,frederikshavn white hawks,20.5776865160849,1989,27.1267361111111
2010,DEN,84,hirsch peter,G,L,182,78,1979-03-06,coventry blaze,31.1540041067762,1979,23.5478806907378
2010,FIN,11,hietanen juuso,D,R,178,85,1985-06-14,brynas gavle,24.8788501026694,1985,26.8274207802045
2010,FIN,21,niskala janne,D,L,183,90,1981-09-22,frolunda gothenburg,28.6050650239562,1981,26.8744961031981
2010,FIN,3,nummelin petteri,D,L,178,83,1972-11-25,hc lugano,37.429158110883,1972,26.1961873500821
2010,FIN,41,puistola pasi,D,L,182,80,1978-09-16,hv 71 jonkoping,31.6221765913758,1978,24.1516725033209
2010,FIN,44,vatanen sami,D,R,175,75,1991-06-03,jyp jyvaskyla,18.9103353867214,1991,24.4897959183673
2010,FIN,5,kukkonen lasse,D,L,184,90,1981-09-18,avangard omsk,28.6160164271047,1981,26.5831758034026
2010,FIN,6,jaakola topi,D,L,186,87,1983-11-15,sodertalje sk,26.4585900068446,1983,25.1474158862296
2010,FIN,7,maenpaa mikko,D,L,178,79,1983-04-19,hpk hameenlinna,27.0335386721424,1983,24.9337204898371
2010,FIN,15,hytonen juha-pekka,F,L,178,84,1981-05-22,jyp jyvaskyla,28.9418206707734,1981,26.5118040651433
2010,FIN,20,miettinen antti,F,R,182,88,1980-07-03,minnesota wild,29.8261464750171,1980,26.5668397536529
2010,FIN,22,santala tommi,F,R,190,90,1979-06-27,kloten flyers,30.8446269678303,1979,24.9307479224377
2010,FIN,23,hahl riku,F,L,185,87,1980-11-01,frolunda gothenburg,29.4948665297741,1980,25.4200146092038
2010,FIN,24,kapanen sami,F,L,178,82,1973-06-14,kaipa kuopio,36.8788501026694,1973,25.8805706350208
2010,FIN,26,immonen jarkko,F,R,181,95,1982-04-19,ak bars kazan,28.0328542094456,1982,28.9978938371845
2010,FIN,27,kontiola petri,F,R,182,92,1984-10-04,metallurg magnitogorsk,25.5715263518138,1984,27.774423378819
2010,FIN,29,korpikoski lauri,F,L,185,88,1986-07-28,phoenix coyotes,23.7590691307324,1986,25.7121986851717
2010,FIN,36,jokinen jussi,F,L,180,86,1983-04-01,carolina hurricanes,27.0828199863107,1983,26.5432098765432
2010,FIN,40,pihlstrom antti,F,L,180,82,1984-10-22,jyp jyvaskyla,25.5222450376454,1984,25.3086419753086
2010,FIN,45,osala oskar,F,L,193,101,1987-12-26,albany river rats,22.3463381245722,1987,27.1148218744127
2010,FIN,50,aaltonen juhamatti,F,R,184,89,1985-06-04,pelicans lahti,24.9062286105407,1985,26.2878071833648
2010,FIN,52,lehtera jori,F,L,188,91,1987-12-23,tappara tampere,22.3545516769336,1987,25.7469443186962
2010,FIN,71,komarov leo,F,L,180,92,1987-01-23,dynamo moscow,23.2689938398357,1987,28.3950617283951
2010,FIN,30,tarkki iiro,G,L,189,86,1985-07-01,blues espoo,24.8323066392882,1985,24.0754738109235
2010,FIN,31,vehanen petri,G,L,186,82,1977-10-09,ak bars kazan,32.5585215605749,1977,23.7021620996647
2010,FIN,35,rinne pekka,G,R,194,87,1982-11-03,nashville predators,27.4907597535934,1982,23.1161653735785
2010,FRA,16,quessandier benoit,D,L,184,87,1985-12-02,epinal dauphins,24.4106776180698,1985,25.6970699432892
2010,FRA,18,auvitu yohann,D,L,184,85,1989-07-27,jyp jyvaskyla,20.7611225188227,1989,25.1063327032136
2010,FRA,27,amar baptiste,D,L,183,88,1979-11-11,rogle angelholm,30.4695414099932,1979,26.2772850786825
2010,FRA,3,bachet vincent,D,L,181,85,1978-04-29,amiens gothiques,32.0054757015743,1978,25.9454839595861
2010,FRA,38,roussel thomas,D,L,183,85,1985-11-22,amiens gothiques,24.4380561259411,1985,25.3814685419093
2010,FRA,44,manavian antonin,D,R,191,103,1987-04-26,grenoble bruleurs de loups,23.0143737166324,1987,28.2338751678956
2010,FRA,74,besch nicolas,D,L,179,87,1984-10-25,grenoble bruleurs de loups,25.5140314852841,1984,27.1527105895571
2010,FRA,8,igier kevin,D,L,180,84,1987-03-04,angers ducs,23.1594798083504,1987,25.9259259259259
2010,FRA,10,meunier laurent,F,R,183,87,1979-01-16,timra ik,31.2881587953457,1979,25.9786795664248
2010,FRA,13,tardif luc,F,L,193,100,1984-11-30,rouen dragons,25.4154688569473,1984,26.8463582914978
2010,FRA,14,da costa stephane,F,R,180,82,1989-07-11,merrimack college,20.8049281314168,1989,25.3086419753086
2010,FRA,19,lamperier loic,F,L,180,84,1989-08-07,rouen dragons,20.7310061601643,1989,25.9259259259259
2010,FRA,22,henderson brian,F,L,180,82,1986-11-22,amiens gothiques,23.4387405886379,1986,25.3086419753086
2010,FRA,26,lussier anthoine,F,L,183,90,1983-02-08,lausanne hc,27.2251882272416,1983,26.8744961031981
2010,FRA,28,gras laurent,F,L,177,84,1976-03-15,chamonix chamois,34.1273100616016,1976,26.8122187110983
2010,FRA,41,bellemare pierre-edouard,F,L,182,90,1985-03-06,skelleftea aik,25.1526351813826,1985,27.170631566236
2010,FRA,7,treille yorick,F,R,190,101,1980-07-15,vitkovice ostrava,29.7932922655715,1980,27.9778393351801
2010,FRA,77,treille sacha,F,L,196,98,1987-11-06,malmo redhawks,22.4832306639288,1987,25.5102040816327
2010,FRA,80,da costa teddy,F,R,181,81,1986-02-17,zaglebie sosnowiec,24.1998631074606,1986,24.7245200085467
2010,FRA,81,pain erwan,F,L,178,91,1986-02-14,dijon ducs,24.208076659822,1986,28.7211210705719
2010,FRA,82,raux damien,F,L,179,84,1984-11-03,briancon diables rouges,25.4893908281999,1984,26.2164102244
2010,FRA,84,hecquefeuille kevin,F,R,184,86,1984-11-20,kolner haie,25.4428473648186,1984,25.4017013232514
2010,FRA,1,ferhi eddy,G,L,194,96,1979-11-26,grenoble bruleurs de loups,30.4284736481862,1979,25.5074928260176
2010,FRA,42,lhenry fabrice,G,L,180,83,1972-06-29,rouen dragons,37.8370978781656,1972,25.6172839506173
2010,FRA,49,hardy florian,G,L,186,83,1985-02-08,dijon ducs,25.223819301848,1985,23.9912128569777
2010,GER,10,ehrhoff christian,D,L,188,90,1982-07-06,vancouver canucks,27.8193018480493,1982,25.4640108646446
2010,GER,20,dietrich robert,D,L,180,85,1986-07-25,milwaukee admirals,23.7672826830938,1986,26.2345679012346
2010,GER,3,krueger justin,D,R,190,96,1986-10-06,cornell university,23.5674195756331,1986,26.5927977839335
2010,GER,48,hordler frank,D,L,183,87,1985-01-26,eisbaren berlin,25.2594113620808,1985,25.9786795664248
2010,GER,5,holzer korbinian,D,R,191,95,1988-02-16,dusseldorf metro stars,22.2039698836413,1988,26.0409528247581
2010,GER,52,sulzer alexander,D,L,187,92,1984-05-30,milwaukee admirals,25.9192334017796,1984,26.3090165575224
2010,GER,6,butenschon sven,D,L,192,96,1976-03-22,adler mannheim,34.1081451060917,1976,26.0416666666667
2010,GER,77,goc nicolai,D,L,182,93,1986-06-17,hannover scorpions,23.8713210130048,1986,28.0763192851105
2010,GER,90,braun constantin,D,L,190,89,1988-03-11,eisbaren berlin,22.1382614647502,1988,24.6537396121884
2010,GER,11,felski sven,F,L,180,80,1974-11-18,eisbaren berlin,35.4496919917864,1974,24.6913580246914
2010,GER,16,wolf michael,F,R,177,80,1981-01-24,iserlohn roosters,29.264887063655,1981,25.5354463915222
2010,GER,18,hospelt kai,F,L,185,85,1985-08-23,grizzly adams wolfsburg,24.6872005475702,1985,24.8356464572681
2010,GER,21,tripp john,F,R,192,103,1977-05-04,hamburg freezers,32.9911019849418,1977,27.9405381944444
2010,GER,24,rankel andre,F,L,186,92,1985-08-27,eisbaren berlin,24.6762491444216,1985,26.5926696727945
2010,GER,25,muller marcel,F,L,193,98,1988-07-10,kolner haie,21.8069815195072,1988,26.3094311256678
2010,GER,26,kreutzer daniel,F,L,176,86,1979-10-23,dusseldorf metro stars,30.5215605749487,1979,27.7634297520661
2010,GER,29,barta alexander,F,R,180,77,1983-02-02,hamburg freezers,27.2416153319644,1983,23.7654320987654
2010,GER,47,ullmann christoph,F,L,182,84,1983-05-19,kolner haie,26.9514031485284,1983,25.3592561284869
2010,GER,50,hager patrick,F,L,177,83,1988-09-08,krefeld pinguine,21.6427104722793,1988,26.4930256312043
2010,GER,55,schutz felix,F,L,178,87,1987-11-03,portland pirates,22.4914442162902,1987,27.458654210327
2010,GER,57,goc marcel,F,L,183,92,1983-08-24,nashville predators,26.6858316221766,1983,27.4717071277136
2010,GER,87,gogulla philip,F,L,188,80,1987-07-31,portland pirates,22.7515400410678,1987,22.6346763241286
2010,GER,1,kotschnew dimitri,G,L,184,80,1981-07-15,spartak moscow,28.7939767282683,1981,23.6294896030246
2010,GER,44,endras dennis,G,L,183,76,1985-07-14,augsburger panther,24.7967145790554,1985,22.6940189315895
2010,GER,72,zepp robert,G,L,187,88,1981-09-07,eisbaren berlin,28.6461327857632,1981,25.1651462724127
2010,ITA,19,de marchi matthew,D,L,190,88,1981-05-04,hc asiago,28.9911019849418,1981,24.3767313019391
2010,ITA,23,marchetti stefano,D,L,180,74,1986-10-11,sg pontebba,23.5537303216975,1986,22.8395061728395
2010,ITA,26,helfer armin,D,L,187,86,1980-05-31,hc pustertal bruneck,29.9164955509925,1980,24.5932111298579
2010,ITA,44,plastino nicholas,D,R,180,90,1986-02-20,hc asiago,24.1916495550992,1986,27.7777777777778
2010,ITA,5,johnson trevor,D,R,180,81,1982-01-25,bolzano foxes,28.2628336755647,1982,25
2010,ITA,50,borgatello christian,D,R,174,79,1982-02-10,bolzano foxes,28.2190280629706,1982,26.0932752014797
2010,ITA,6,strazzabosco michele,D,L,193,98,1976-02-06,hc asiago,34.2313483915127,1976,26.3094311256678
2010,ITA,7,hofer armin,D,L,176,80,1987-03-19,hc pustertal bruneck,23.1184120465435,1987,25.8264462809917
2010,ITA,10,scandella giulio,F,R,186,85,1983-09-18,rogle angelholm,26.6173853524983,1983,24.5693143716036
2010,ITA,11,ramoser roland,F,R,203,92,1972-09-03,bolzano foxes,37.6563997262149,1972,22.3252202188842
2010,ITA,16,iannone patrick,F,L,181,84,1982-02-09,hc valpellice,28.2217659137577,1982,25.6402429718263
2010,ITA,17,egger alexander,F,L,186,88,1979-12-22,bolzano foxes,30.3572895277207,1979,25.4364666435426
2010,ITA,2,zisser stefan,F,L,170,82,1980-03-26,bolzano foxes,30.0971937029432,1980,28.3737024221453
2010,ITA,22,margoni stefano,F,L,187,82,1975-05-12,shc fassa,34.9705681040383,1975,23.4493408447482
2010,ITA,27,souza michael,F,L,184,99,1978-01-28,sg cortina,32.2546201232033,1978,29.2414933837429
2010,ITA,28,de toni manuel,F,L,181,80,1979-01-10,alleghe hockey,31.3045859000684,1979,24.4192790207869
2010,ITA,3,oberrauch max,F,L,184,91,1984-04-26,hc pustertal bruneck,26.0123203285421,1984,26.8785444234405
2010,ITA,39,pittis jonathan,F,L,169,70,1982-01-25,bolzano foxes,28.2628336755647,1982,24.5089457652043
2010,ITA,71,ansoldi luca,F,R,179,77,1982-01-05,ritten sport,28.3175906913073,1982,24.0317093723667
2010,ITA,8,parco john,F,L,183,81,1971-08-25,hc asiago,38.6830937713895,1971,24.1870464928783
2010,ITA,87,fontanive nicola,F,L,165,73,1985-10-25,alleghe hockey,24.5147159479808,1985,26.8135904499541
2010,ITA,9,de bettin giorgio,F,R,174,73,1972-08-07,sg cortina,37.7303216974675,1972,24.1115074646585
